Timestamp_ms,K_Type_Temp_C,PT100_Temp_C,Error_C
7581000,63.08,62.65,0.43
7581500,63.03,62.65,0.38
7582000,63.18,62.64,0.54
7582500,63.42,62.63,0.79
7583000,63.58,62.63,0.96
7583500,63.54,62.62,0.92
7584000,63.14,62.61,0.53
7584500,63.05,62.6,0.45
7585000,62.79,62.6,0.2
7585500,62.86,62.59,0.27
7586000,62.88,62.58,0.3
7586500,62.73,62.57,0.16
7587000,62.56,62.57,-0.01
7587500,62.46,62.56,-0.1
7588000,62.46,62.55,-0.09
7588500,62.36,62.55,-0.19
7589000,62.15,62.54,-0.38
7589500,62.28,62.53,-0.25
7590000,62.32,62.52,-0.2
7590500,62.18,62.52,-0.33
7591000,62.18,62.51,-0.33
7591500,61.94,62.5,-0.56
7592000,61.9,62.49,-0.59
7592500,62.12,62.49,-0.36
7593000,62.09,62.48,-0.39
7593500,62.18,62.47,-0.29
7594000,62.2,62.47,-0.27
7594500,61.94,62.46,-0.52
7595000,61.85,62.45,-0.61
7595500,61.85,62.44,-0.6
7596000,61.87,62.44,-0.56
7596500,62.14,62.43,-0.29
7597000,62.24,62.42,-0.18
7597500,62.18,62.42,-0.24
7598000,62.23,62.41,-0.18
7598500,62.36,62.4,-0.04
7599000,62.37,62.39,-0.02
7599500,62.23,62.39,-0.16
7600000,61.81,62.38,-0.56
7600500,61.73,62.37,-0.64
7601000,61.73,62.36,-0.63
7601500,61.96,62.36,-0.4
7602000,61.73,62.35,-0.62
7602500,61.57,62.34,-0.77
7603000,61.75,62.34,-0.59
7603500,62.08,62.33,-0.24
7604000,62.27,62.32,-0.05
7604500,62.13,62.31,-0.18
7605000,61.99,62.31,-0.32
7605500,62.01,62.3,-0.29
7606000,61.81,62.29,-0.48
7606500,61.72,62.28,-0.57
7607000,61.66,62.28,-0.62
7607500,61.67,62.27,-0.6
7608000,61.57,62.26,-0.69
7608500,61.73,62.26,-0.53
7609000,61.64,62.25,-0.61
7609500,61.74,62.24,-0.51
7610000,61.48,62.23,-0.75
7610500,61.77,62.23,-0.46
7611000,61.9,62.22,-0.32
7611500,62.01,62.21,-0.21
7612000,62.04,62.2,-0.16
7612500,61.88,62.2,-0.32
7613000,62.16,62.19,-0.03
7613500,62.35,62.18,0.16
7614000,62.44,62.18,0.26
7614500,62.43,62.17,0.26
7615000,62.41,62.16,0.25
7615500,62.47,62.15,0.31
7616000,62.7,62.15,0.56
7616500,62.53,62.14,0.39
7617000,62.48,62.13,0.35
7617500,62.25,62.13,0.12
7618000,62.21,62.12,0.09
7618500,62.11,62.11,-0.0
7619000,62.11,62.1,0.01
7619500,61.95,62.1,-0.14
7620000,62.11,62.09,0.02
7620500,62.19,62.08,0.11
7621000,61.89,62.07,-0.19
7621500,61.66,62.07,-0.41
7622000,61.57,62.06,-0.49
7622500,61.42,62.05,-0.64
7623000,61.38,62.05,-0.66
7623500,61.38,62.04,-0.66
7624000,61.54,62.03,-0.49
7624500,61.44,62.02,-0.58
7625000,61.68,62.02,-0.34
7625500,61.87,62.01,-0.14
7626000,61.72,62.0,-0.28
7626500,61.97,61.99,-0.03
7627000,61.76,61.99,-0.23
7627500,61.68,61.98,-0.3
7628000,61.69,61.97,-0.29
7628500,61.63,61.97,-0.33
7629000,61.73,61.96,-0.22
7629500,61.55,61.95,-0.4
7630000,61.53,61.94,-0.41
7630500,61.28,61.94,-0.66
7631000,61.55,61.93,-0.38
7631500,61.62,61.92,-0.3
7632000,61.88,61.91,-0.03
7632500,61.86,61.91,-0.04
7633000,61.63,61.9,-0.27
7633500,61.45,61.89,-0.44
7634000,61.55,61.89,-0.33
7634500,61.77,61.88,-0.11
7635000,61.88,61.87,0.01
7635500,61.79,61.86,-0.08
7636000,61.88,61.86,0.02
7636500,61.9,61.85,0.05
7637000,61.83,61.84,-0.02
7637500,61.81,61.84,-0.02
7638000,61.68,61.83,-0.15
7638500,61.71,61.82,-0.11
7639000,61.79,61.81,-0.02
7639500,61.73,61.81,-0.08
7640000,61.7,61.8,-0.1
7640500,61.8,61.79,0.01
7641000,61.91,61.78,0.13
7641500,61.82,61.78,0.05
7642000,61.82,61.77,0.05
7642500,61.85,61.76,0.08
7643000,61.62,61.76,-0.14
7643500,61.83,61.75,0.08
7644000,61.59,61.74,-0.15
7644500,61.22,61.73,-0.51
7645000,61.36,61.73,-0.37
7645500,61.39,61.72,-0.33
7646000,61.22,61.71,-0.5
7646500,61.26,61.7,-0.44
7647000,61.23,61.7,-0.47
7647500,61.34,61.69,-0.35
7648000,61.42,61.68,-0.26
7648500,61.23,61.68,-0.45
7649000,61.33,61.67,-0.33
7649500,61.29,61.66,-0.37
7650000,61.51,61.65,-0.14
7650500,61.66,61.65,0.02
7651000,61.7,61.64,0.06
7651500,61.67,61.63,0.04
7652000,61.37,61.62,-0.25
7652500,61.3,61.62,-0.32
7653000,61.16,61.61,-0.45
7653500,61.26,61.6,-0.34
7654000,61.12,61.6,-0.48
7654500,61.23,61.59,-0.36
7655000,60.9,61.58,-0.68
7655500,61.06,61.57,-0.51
7656000,61.45,61.57,-0.12
7656500,61.74,61.56,0.18
7657000,61.72,61.55,0.17
7657500,61.68,61.55,0.13
7658000,61.8,61.54,0.26
7658500,61.68,61.53,0.15
7659000,61.65,61.52,0.12
7659500,61.74,61.52,0.22
7660000,61.72,61.51,0.21
7660500,61.72,61.5,0.22
7661000,61.8,61.49,0.31
7661500,61.91,61.49,0.42
7662000,61.87,61.48,0.39
7662500,61.77,61.47,0.3
7663000,61.95,61.47,0.49
7663500,61.83,61.46,0.38
7664000,61.8,61.45,0.35
7664500,61.39,61.44,-0.06
7665000,61.4,61.44,-0.04
7665500,61.48,61.43,0.05
7666000,61.57,61.42,0.14
7666500,61.6,61.41,0.18
7667000,61.41,61.41,0.01
7667500,61.37,61.4,-0.03
7668000,61.06,61.39,-0.33
7668500,61.07,61.39,-0.31
7669000,61.07,61.38,-0.31
7669500,61.05,61.37,-0.32
7670000,61.13,61.36,-0.24
7670500,61.09,61.36,-0.27
7671000,61.33,61.35,-0.02
7671500,61.21,61.34,-0.13
7672000,61.3,61.33,-0.03
7672500,61.19,61.33,-0.14
7673000,61.09,61.32,-0.23
7673500,61.34,61.31,0.03
7674000,61.19,61.31,-0.12
7674500,61.28,61.3,-0.02
7675000,61.1,61.29,-0.2
7675500,61.25,61.28,-0.03
7676000,61.31,61.28,0.03
7676500,61.06,61.27,-0.21
7677000,60.95,61.26,-0.31
7677500,61.06,61.26,-0.19
7678000,60.9,61.25,-0.34
7678500,61.28,61.24,0.04
7679000,61.39,61.23,0.16
7679500,61.24,61.23,0.01
7680000,61.34,61.22,0.12
7680500,61.31,61.21,0.09
7681000,61.46,61.2,0.26
7681500,61.62,61.2,0.42
7682000,61.58,61.19,0.39
7682500,61.6,61.18,0.42
7683000,61.7,61.18,0.52
7683500,61.63,61.17,0.46
7684000,61.83,61.16,0.67
7684500,61.84,61.15,0.68
7685000,61.76,61.15,0.62
7685500,61.56,61.14,0.42
7686000,61.48,61.13,0.35
7686500,61.32,61.12,0.2
7687000,61.41,61.12,0.29
7687500,61.37,61.11,0.26
7688000,61.2,61.1,0.1
7688500,61.43,61.1,0.33
7689000,61.33,61.09,0.24
7689500,61.39,61.08,0.31
7690000,61.14,61.07,0.07
7690500,61.17,61.07,0.1
7691000,60.89,61.06,-0.17
7691500,61.08,61.05,0.03
7692000,60.83,61.04,-0.21
7692500,60.76,61.04,-0.28
7693000,60.9,61.03,-0.13
7693500,60.81,61.02,-0.22
7694000,60.7,61.02,-0.31
7694500,60.58,61.01,-0.43
7695000,60.6,61.0,-0.4
7695500,60.57,60.99,-0.42
7696000,60.8,60.99,-0.18
7696500,60.81,60.98,-0.17
7697000,60.67,60.97,-0.3
7697500,60.57,60.97,-0.39
7698000,60.69,60.96,-0.27
7698500,60.63,60.95,-0.32
7699000,60.51,60.94,-0.43
7699500,60.4,60.94,-0.54
7700000,60.66,60.93,-0.27
7700500,60.7,60.92,-0.22
7701000,60.67,60.91,-0.24
7701500,60.76,60.91,-0.14
7702000,60.8,60.9,-0.1
7702500,60.37,60.89,-0.52
7703000,60.24,60.89,-0.64
7703500,60.12,60.88,-0.76
7704000,60.15,60.87,-0.72
7704500,60.18,60.86,-0.69
7705000,60.11,60.86,-0.74
7705500,60.39,60.85,-0.46
7706000,60.31,60.84,-0.53
7706500,60.33,60.83,-0.51
7707000,60.66,60.83,-0.17
7707500,60.76,60.82,-0.06
7708000,60.65,60.81,-0.16
7708500,60.87,60.81,0.06
7709000,60.69,60.8,-0.11
7709500,60.7,60.79,-0.09
7710000,60.72,60.78,-0.06
7710500,60.94,60.78,0.17
7711000,60.59,60.77,-0.18
7711500,60.45,60.76,-0.31
7712000,60.42,60.75,-0.34
7712500,60.48,60.75,-0.27
7713000,60.56,60.74,-0.18
7713500,60.28,60.73,-0.45
7714000,60.38,60.73,-0.35
7714500,60.63,60.72,-0.09
7715000,60.6,60.71,-0.11
7715500,60.49,60.7,-0.22
7716000,60.49,60.7,-0.21
7716500,60.42,60.69,-0.27
7717000,60.41,60.68,-0.27
7717500,60.44,60.68,-0.23
7718000,60.31,60.67,-0.36
7718500,60.14,60.66,-0.52
7719000,60.24,60.65,-0.41
7719500,60.62,60.65,-0.03
7720000,60.66,60.64,0.02
7720500,60.86,60.63,0.23
7721000,61.01,60.62,0.39
7721500,61.01,60.62,0.39
7722000,60.76,60.61,0.15
7722500,60.78,60.6,0.18
7723000,60.81,60.6,0.21
7723500,60.53,60.59,-0.06
7724000,60.61,60.58,0.03
7724500,60.85,60.57,0.27
7725000,61.1,60.57,0.54
7725500,60.85,60.56,0.29
7726000,60.73,60.55,0.18
7726500,60.6,60.54,0.05
7727000,60.61,60.54,0.07
7727500,60.7,60.53,0.17
7728000,60.57,60.52,0.05
7728500,60.62,60.52,0.1
7729000,60.44,60.51,-0.07
7729500,60.53,60.5,0.03
7730000,60.49,60.49,-0.01
7730500,60.53,60.49,0.04
7731000,60.55,60.48,0.07
7731500,60.45,60.47,-0.02
7732000,60.79,60.46,0.32
7732500,60.59,60.46,0.13
7733000,60.67,60.45,0.22
7733500,60.55,60.44,0.1
7734000,60.57,60.44,0.14
7734500,60.79,60.43,0.36
7735000,60.59,60.42,0.17
7735500,60.55,60.41,0.14
7736000,60.65,60.41,0.24
7736500,60.64,60.4,0.24
7737000,60.45,60.39,0.06
7737500,60.4,60.39,0.01
7738000,60.67,60.38,0.29
7738500,60.36,60.37,-0.01
7739000,60.45,60.36,0.08
7739500,60.55,60.36,0.2
7740000,60.62,60.35,0.27
7740500,60.49,60.34,0.14
7741000,60.56,60.33,0.23
7741500,60.39,60.33,0.06
7742000,60.42,60.32,0.1
7742500,60.45,60.31,0.14
7743000,60.37,60.31,0.07
7743500,60.34,60.3,0.04
7744000,60.15,60.29,-0.14
7744500,60.2,60.28,-0.08
7745000,60.3,60.28,0.02
7745500,60.24,60.27,-0.03
7746000,60.02,60.26,-0.24
7746500,60.05,60.25,-0.2
7747000,59.92,60.25,-0.33
7747500,60.11,60.24,-0.13
7748000,59.85,60.23,-0.38
7748500,60.12,60.23,-0.11
7749000,60.02,60.22,-0.2
7749500,60.11,60.21,-0.1
7750000,60.31,60.2,0.11
7750500,60.49,60.2,0.3
7751000,60.41,60.19,0.22
7751500,60.41,60.18,0.23
7752000,60.63,60.17,0.46
7752500,60.87,60.17,0.7
7753000,60.93,60.16,0.77
7753500,60.83,60.15,0.68
7754000,60.78,60.15,0.64
7754500,60.55,60.14,0.41
7755000,60.5,60.13,0.37
7755500,60.49,60.12,0.36
7756000,60.45,60.12,0.34
7756500,60.49,60.11,0.38
7757000,60.05,60.1,-0.05
7757500,60.52,60.1,0.42
7758000,60.58,60.09,0.49
7758500,60.63,60.08,0.55
7759000,60.54,60.07,0.46
7759500,60.42,60.07,0.35
7760000,60.13,60.06,0.07
7760500,60.08,60.05,0.02
7761000,59.94,60.04,-0.1
7761500,60.12,60.04,0.08
7762000,60.17,60.03,0.14
7762500,60.21,60.02,0.19
7763000,60.62,60.02,0.61
7763500,60.25,60.01,0.24
7764000,60.31,60.0,0.31
7764500,60.27,59.99,0.28
7765000,60.4,59.99,0.41
7765500,60.43,59.98,0.46
7766000,60.14,59.97,0.17
7766500,60.17,59.96,0.2
7767000,60.09,59.96,0.13
7767500,60.23,59.95,0.28
7768000,60.14,59.94,0.2
7768500,60.05,59.94,0.12
7769000,60.24,59.93,0.31
7769500,59.94,59.92,0.02
7770000,59.97,59.91,0.06
7770500,60.0,59.91,0.09
7771000,60.11,59.9,0.21
7771500,59.99,59.89,0.09
7772000,59.9,59.88,0.01
7772500,59.64,59.88,-0.24
7773000,59.45,59.87,-0.42
7773500,59.6,59.86,-0.26
7774000,59.69,59.86,-0.16
7774500,59.94,59.85,0.09
7775000,59.92,59.84,0.08
7775500,59.98,59.83,0.14
7776000,60.07,59.83,0.24
7776500,60.23,59.82,0.41
7777000,60.23,59.81,0.42
7777500,60.58,59.81,0.77
7778000,60.34,59.8,0.55
7778500,60.21,59.79,0.42
7779000,60.19,59.78,0.4
7779500,60.15,59.78,0.38
7780000,60.19,59.77,0.42
7780500,60.24,59.76,0.47
7781000,60.17,59.75,0.41
7781500,60.27,59.75,0.52
7782000,59.95,59.74,0.21
7782500,60.02,59.73,0.28
7783000,60.08,59.73,0.36
7783500,59.98,59.72,0.27
7784000,59.84,59.71,0.13
7784500,59.76,59.7,0.05
7785000,59.74,59.7,0.05
7785500,59.41,59.69,-0.28
7786000,59.45,59.68,-0.23
7786500,59.25,59.67,-0.42
7787000,59.18,59.67,-0.48
7787500,59.29,59.66,-0.37
7788000,59.38,59.65,-0.28
7788500,59.54,59.65,-0.1
7789000,59.61,59.64,-0.03
7789500,59.43,59.63,-0.2
7790000,59.51,59.62,-0.12
7790500,59.68,59.62,0.07
7791000,59.78,59.61,0.17
7791500,59.75,59.6,0.15
7792000,59.79,59.59,0.19
7792500,59.67,59.59,0.09
7793000,59.81,59.58,0.23
7793500,59.9,59.57,0.33
7794000,59.62,59.57,0.05
7794500,59.71,59.56,0.16
7795000,60.01,59.55,0.46
7795500,60.02,59.54,0.48
7796000,60.34,59.54,0.81
7796500,60.28,59.53,0.75
7797000,60.15,59.52,0.63
7797500,60.04,59.52,0.52
7798000,59.93,59.51,0.42
7798500,59.95,59.5,0.45
7799000,60.1,59.49,0.61
7799500,59.79,59.49,0.3
7800000,59.95,59.48,0.47
7800500,60.01,59.47,0.54
7801000,59.79,59.46,0.33
7801500,59.52,59.46,0.06
7802000,59.57,59.45,0.12
7802500,59.91,59.44,0.46
7803000,59.95,59.44,0.51
7803500,59.81,59.43,0.38
7804000,59.87,59.42,0.45
7804500,60.04,59.41,0.63
7805000,59.86,59.41,0.46
7805500,60.05,59.4,0.65
7806000,60.11,59.39,0.72
7806500,59.99,59.38,0.61
7807000,59.83,59.38,0.46
7807500,59.87,59.37,0.5
7808000,59.65,59.36,0.29
7808500,59.56,59.36,0.2
7809000,59.53,59.35,0.18
7809500,59.27,59.34,-0.07
7810000,59.17,59.33,-0.16
7810500,59.1,59.33,-0.23
7811000,59.29,59.32,-0.03
7811500,59.35,59.31,0.04
7812000,59.36,59.3,0.05
7812500,59.18,59.3,-0.12
7813000,59.25,59.29,-0.04
7813500,59.34,59.28,0.05
7814000,59.41,59.28,0.13
7814500,59.44,59.27,0.17
7815000,59.41,59.26,0.15
7815500,59.48,59.25,0.22
7816000,59.31,59.25,0.07
7816500,59.68,59.24,0.44
7817000,59.71,59.23,0.47
7817500,59.63,59.23,0.4
7818000,59.39,59.22,0.17
7818500,59.4,59.21,0.19
7819000,59.38,59.2,0.18
7819500,59.02,59.2,-0.18
7820000,59.12,59.19,-0.07
7820500,59.04,59.18,-0.14
7821000,59.05,59.17,-0.13
7821500,59.01,59.17,-0.16
7822000,59.0,59.16,-0.16
7822500,59.08,59.15,-0.07
7823000,58.95,59.15,-0.2
7823500,59.01,59.14,-0.13
7824000,58.95,59.13,-0.18
7824500,59.14,59.12,0.02
7825000,59.35,59.12,0.24
7825500,59.11,59.11,0.0
7826000,59.36,59.1,0.26
7826500,59.25,59.09,0.16
7827000,59.21,59.09,0.13
7827500,59.32,59.08,0.24
7828000,59.39,59.07,0.31
7828500,59.39,59.07,0.32
7829000,59.25,59.06,0.19
7829500,59.0,59.05,-0.05
7830000,59.04,59.04,-0.01
7830500,59.13,59.04,0.09
7831000,58.85,59.03,-0.18
7831500,58.77,59.02,-0.25
7832000,58.94,59.01,-0.07
7832500,59.21,59.01,0.2
7833000,59.18,59.0,0.18
7833500,59.21,58.99,0.21
7834000,59.18,58.99,0.19
7834500,59.25,58.98,0.27
7835000,59.15,58.97,0.17
7835500,59.23,58.96,0.27
7836000,59.14,58.96,0.18
7836500,59.2,58.95,0.25
7837000,59.18,58.94,0.24
7837500,59.28,58.94,0.35
7838000,59.27,58.93,0.34
7838500,59.15,58.92,0.23
7839000,59.16,58.91,0.25
7839500,59.16,58.91,0.26
7840000,59.04,58.9,0.14
7840500,58.89,58.89,0.0
7841000,58.79,58.88,-0.09
7841500,58.85,58.88,-0.03
7842000,58.94,58.87,0.07
7842500,58.93,58.86,0.07
7843000,58.92,58.86,0.06
7843500,58.92,58.85,0.07
7844000,59.1,58.84,0.26
7844500,58.81,58.83,-0.03
7845000,59.25,58.83,0.42
7845500,59.51,58.82,0.69
7846000,59.59,58.81,0.77
7846500,59.28,58.8,0.47
7847000,59.24,58.8,0.45
7847500,59.01,58.79,0.22
7848000,59.09,58.78,0.31
7848500,59.08,58.78,0.3
7849000,59.38,58.77,0.61
7849500,59.12,58.76,0.36
7850000,59.22,58.75,0.46
7850500,59.55,58.75,0.8
7851000,59.29,58.74,0.55
7851500,59.19,58.73,0.46
7852000,59.23,58.72,0.5
7852500,59.16,58.72,0.44
7853000,59.25,58.71,0.54
7853500,59.28,58.7,0.57
7854000,59.33,58.7,0.63
7854500,59.17,58.69,0.48
7855000,59.19,58.68,0.51
7855500,58.8,58.67,0.13
7856000,58.75,58.67,0.08
7856500,58.83,58.66,0.18
7857000,58.78,58.65,0.13
7857500,59.0,58.65,0.36
7858000,59.12,58.64,0.48
7858500,59.15,58.63,0.51
7859000,58.93,58.62,0.3
7859500,58.66,58.62,0.05
7860000,58.41,58.61,-0.2
7860500,58.41,58.6,-0.2
7861000,58.38,58.59,-0.21
7861500,58.6,58.59,0.01
7862000,58.53,58.58,-0.05
7862500,58.54,58.57,-0.04
7863000,58.41,58.57,-0.15
7863500,58.47,58.56,-0.08
7864000,58.24,58.55,-0.31
7864500,58.34,58.54,-0.2
7865000,58.31,58.54,-0.23
7865500,58.48,58.53,-0.05
7866000,58.63,58.52,0.11
7866500,58.6,58.51,0.09
7867000,58.39,58.51,-0.11
7867500,58.36,58.5,-0.14
7868000,58.3,58.49,-0.2
7868500,58.16,58.49,-0.32
7869000,58.41,58.48,-0.07
7869500,58.42,58.47,-0.05
7870000,58.36,58.46,-0.11
7870500,58.36,58.46,-0.1
7871000,58.16,58.45,-0.29
7871500,58.07,58.44,-0.38
7872000,58.24,58.43,-0.19
7872500,58.24,58.43,-0.19
7873000,58.17,58.42,-0.25
7873500,58.25,58.41,-0.16
7874000,58.41,58.41,0.0
7874500,58.39,58.4,-0.01
7875000,58.12,58.39,-0.27
7875500,58.1,58.38,-0.28
7876000,57.92,58.38,-0.45
7876500,57.94,58.37,-0.43
7877000,58.08,58.36,-0.28
7877500,58.28,58.36,-0.08
7878000,58.28,58.35,-0.06
7878500,58.42,58.34,0.08
7879000,58.31,58.33,-0.02
7879500,58.45,58.33,0.12
7880000,58.48,58.32,0.16
7880500,58.54,58.31,0.23
7881000,58.69,58.3,0.38
7881500,58.75,58.3,0.45
7882000,58.52,58.29,0.23
7882500,58.51,58.28,0.23
7883000,58.42,58.28,0.15
7883500,58.36,58.27,0.09
7884000,58.41,58.26,0.15
7884500,58.54,58.25,0.29
7885000,58.49,58.25,0.24
7885500,58.82,58.24,0.58
7886000,58.71,58.23,0.47
7886500,58.71,58.22,0.49
7887000,58.51,58.22,0.29
7887500,58.49,58.21,0.28
7888000,58.16,58.2,-0.04
7888500,58.09,58.2,-0.1
7889000,57.75,58.19,-0.44
7889500,57.78,58.18,-0.4
7890000,57.71,58.17,-0.47
7890500,57.8,58.17,-0.36
7891000,58.03,58.16,-0.13
7891500,58.14,58.15,-0.01
7892000,58.45,58.14,0.3
7892500,58.38,58.14,0.24
7893000,58.43,58.13,0.3
7893500,58.22,58.12,0.1
7894000,58.15,58.12,0.04
7894500,58.05,58.11,-0.06
7895000,58.25,58.1,0.15
7895500,58.23,58.09,0.13
7896000,58.07,58.09,-0.02
7896500,57.83,58.08,-0.25
7897000,57.65,58.07,-0.43
7897500,57.49,58.07,-0.57
7898000,57.82,58.06,-0.24
7898500,57.82,58.05,-0.23
7899000,57.77,58.04,-0.27
7899500,57.97,58.04,-0.06
7900000,57.96,58.03,-0.07
7900500,57.98,58.02,-0.04
7901000,58.23,58.01,0.22
7901500,58.06,58.01,0.06
7902000,58.26,58.0,0.26
7902500,58.35,57.99,0.35
7903000,58.09,57.99,0.1
7903500,57.97,57.98,-0.0
7904000,57.86,57.97,-0.11
7904500,57.69,57.96,-0.28
7905000,57.6,57.96,-0.36
7905500,57.64,57.95,-0.31
7906000,57.56,57.94,-0.39
7906500,57.48,57.93,-0.46
7907000,57.6,57.93,-0.33
7907500,57.62,57.92,-0.3
7908000,57.69,57.91,-0.22
7908500,57.72,57.91,-0.18
7909000,57.99,57.9,0.09
7909500,58.08,57.89,0.18
7910000,57.98,57.88,0.1
7910500,57.86,57.88,-0.02
7911000,58.11,57.87,0.24
7911500,58.19,57.86,0.32
7912000,58.04,57.85,0.19
7912500,57.93,57.85,0.09
7913000,58.08,57.84,0.24
7913500,57.83,57.83,0.0
7914000,58.0,57.83,0.17
7914500,58.14,57.82,0.32
7915000,57.79,57.81,-0.02
7915500,57.7,57.8,-0.1
7916000,57.68,57.8,-0.12
7916500,57.91,57.79,0.12
7917000,57.71,57.78,-0.08
7917500,57.92,57.78,0.14
7918000,58.0,57.77,0.23
7918500,57.95,57.76,0.19
7919000,57.92,57.75,0.16
7919500,58.0,57.75,0.25
7920000,58.02,57.74,0.28
7920500,57.98,57.73,0.25
7921000,57.94,57.72,0.22
7921500,57.76,57.72,0.04
7922000,57.62,57.71,-0.09
7922500,57.78,57.7,0.07
7923000,57.67,57.7,-0.02
7923500,57.72,57.69,0.03
7924000,57.98,57.68,0.3
7924500,57.92,57.67,0.25
7925000,58.01,57.67,0.35
7925500,57.87,57.66,0.21
7926000,57.9,57.65,0.25
7926500,58.12,57.64,0.47
7927000,57.82,57.64,0.18
7927500,57.65,57.63,0.02
7928000,57.71,57.62,0.08
7928500,57.78,57.62,0.16
7929000,57.96,57.61,0.35
7929500,58.05,57.6,0.45
7930000,57.95,57.59,0.36
7930500,57.72,57.59,0.14
7931000,57.73,57.58,0.15
7931500,57.74,57.57,0.17
7932000,57.6,57.56,0.04
7932500,57.33,57.56,-0.22
7933000,57.31,57.55,-0.24
7933500,57.42,57.54,-0.13
7934000,57.28,57.54,-0.25
7934500,57.27,57.53,-0.26
7935000,57.25,57.52,-0.27
7935500,57.36,57.51,-0.15
7936000,57.39,57.51,-0.12
7936500,57.43,57.5,-0.07
7937000,57.48,57.49,-0.01
7937500,57.69,57.49,0.21
7938000,57.78,57.48,0.3
7938500,57.83,57.47,0.36
7939000,58.08,57.46,0.62
7939500,57.83,57.46,0.38
7940000,57.59,57.45,0.14
7940500,57.56,57.44,0.11
7941000,57.4,57.43,-0.04
7941500,57.28,57.43,-0.14
7942000,57.47,57.42,0.05
7942500,57.55,57.41,0.14
7943000,57.54,57.41,0.13
7943500,57.44,57.4,0.04
7944000,57.21,57.39,-0.19
7944500,57.15,57.38,-0.23
7945000,57.24,57.38,-0.14
7945500,57.27,57.37,-0.1
7946000,57.35,57.36,-0.01
7946500,57.14,57.35,-0.22
7947000,57.24,57.35,-0.1
7947500,57.5,57.34,0.16
7948000,57.27,57.33,-0.06
7948500,57.27,57.33,-0.05
7949000,57.35,57.32,0.03
7949500,57.11,57.31,-0.2
7950000,56.76,57.3,-0.54
7950500,56.54,57.3,-0.75
7951000,56.55,57.29,-0.74
7951500,56.71,57.28,-0.57
7952000,56.52,57.27,-0.76
7952500,56.3,57.27,-0.97
7953000,56.32,57.26,-0.94
7953500,56.13,57.25,-1.13
7954000,56.24,57.25,-1.0
7954500,56.02,57.24,-1.22
7955000,55.95,57.23,-1.28
7955500,56.16,57.22,-1.07
7956000,56.29,57.22,-0.93
7956500,56.38,57.21,-0.83
7957000,56.45,57.2,-0.75
7957500,56.38,57.2,-0.81
7958000,56.32,57.19,-0.87
7958500,56.29,57.18,-0.89
7959000,56.37,57.17,-0.8
7959500,56.5,57.17,-0.66
7960000,56.65,57.16,-0.51
7960500,56.64,57.15,-0.51
7961000,56.67,57.14,-0.47
7961500,56.68,57.14,-0.46
7962000,56.67,57.13,-0.46
7962500,56.67,57.12,-0.45
7963000,56.4,57.12,-0.71
7963500,56.54,57.11,-0.57
7964000,56.74,57.1,-0.36
7964500,56.69,57.09,-0.4
7965000,56.73,57.09,-0.36
7965500,56.57,57.08,-0.51
7966000,56.5,57.07,-0.57
7966500,56.39,57.06,-0.67
7967000,56.5,57.06,-0.56
7967500,56.38,57.05,-0.67
7968000,56.68,57.04,-0.37
7968500,56.98,57.04,-0.06
7969000,57.04,57.03,0.01
7969500,56.91,57.02,-0.11
7970000,57.03,57.01,0.02
7970500,56.91,57.01,-0.1
7971000,57.14,57.0,0.14
7971500,57.16,56.99,0.17
7972000,57.16,56.98,0.17
7972500,57.09,56.98,0.11
7973000,57.22,56.97,0.25
7973500,56.94,56.96,-0.02
7974000,56.94,56.96,-0.02
7974500,57.06,56.95,0.11
7975000,57.17,56.94,0.23
7975500,56.98,56.93,0.05
7976000,57.16,56.93,0.24
7976500,56.93,56.92,0.01
7977000,56.86,56.91,-0.06
7977500,57.05,56.91,0.15
7978000,56.92,56.9,0.02
7978500,56.6,56.89,-0.29
7979000,56.55,56.88,-0.34
7979500,56.51,56.88,-0.37
7980000,56.61,56.87,-0.26
7980500,56.62,56.86,-0.24
7981000,56.73,56.85,-0.12
7981500,56.82,56.85,-0.03
7982000,56.87,56.84,0.03
7982500,56.96,56.83,0.13
7983000,56.97,56.83,0.15
7983500,56.75,56.82,-0.07
7984000,56.62,56.81,-0.19
7984500,56.8,56.8,-0.01
7985000,56.89,56.8,0.09
7985500,56.64,56.79,-0.15
7986000,56.59,56.78,-0.2
7986500,56.52,56.77,-0.26
7987000,56.54,56.77,-0.22
7987500,56.5,56.76,-0.26
7988000,56.55,56.75,-0.2
7988500,56.68,56.75,-0.07
7989000,56.65,56.74,-0.09
7989500,56.46,56.73,-0.27
7990000,56.53,56.72,-0.19
7990500,56.28,56.72,-0.44
7991000,56.4,56.71,-0.31
7991500,56.42,56.7,-0.28
7992000,56.56,56.69,-0.14
7992500,56.62,56.69,-0.07
7993000,56.6,56.68,-0.08
7993500,56.56,56.67,-0.12
7994000,56.67,56.67,0.01
7994500,56.64,56.66,-0.01
7995000,56.79,56.65,0.14
7995500,56.96,56.64,0.32
7996000,57.01,56.64,0.37
7996500,56.82,56.63,0.2
7997000,56.65,56.62,0.03
7997500,56.82,56.62,0.21
7998000,56.89,56.61,0.28
7998500,56.74,56.6,0.14
7999000,56.82,56.59,0.23
7999500,56.87,56.59,0.28
8000000,56.98,56.58,0.41
8000500,56.82,56.57,0.25
8001000,57.0,56.56,0.44
8001500,57.02,56.56,0.46
8002000,57.07,56.55,0.52
8002500,56.94,56.54,0.39
8003000,56.88,56.54,0.34
8003500,56.95,56.53,0.42
8004000,57.05,56.52,0.53
